,ABANY,ABDEFECT,ABFELEGL,ABHELP1,ABHELP2,ABHELP3,ABHELP4,ABHLTH,ABINSPAY,ABMEDGOV1,ABMEDGOV2,ABMELEGL,ABMORAL,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,ABSINGLE,ABSTATE1,ABSTATE2,ACQNTSEX,ACTSSOC,adminconsent,ADULTS,ADVFRONT
876,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
877,NO,NO,NA,No,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,It depends,Morally opposed,NO,NO,ALWAYS WRONG,NO,NO,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,2,Disagree
878,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Disagree
879,NA,NA,It depends,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,R consents to possible data linkage,3,NA
880,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,WRONG ONLY SOMETIMES,YES,YES,NA,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Agree
881,NA,NA,It depends,Yes,No,No,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,NA,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
882,NA,NA,Should not,Yes,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Neither easy nor hard,Make it harder,NA,Very good,R consents to possible data linkage,2,Agree
883,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NO,YES,NOT WRONG AT ALL,YES,YES,Hard,Make it easier,NA,Good,R consents to possible data linkage,2,Agree
884,NA,NA,NA,No,No,No,Yes,NA,People should not be able,The government should decide,NA,Should not,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Easy,Make it harder,NA,Good,R does not consent to possible data linkage,2,Disagree
885,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NO,NO,ALWAYS WRONG,YES,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
886,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
887,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Easy,Make it easier,NA,Excellent,R does not consent to possible data linkage,3,NA
888,YES,YES,It depends,No,No,No,Yes,NO,NA,A woman and her medical professional should decide,NA,NA,It depends,YES,NO,ALWAYS WRONG,NO,YES,NA,Stay the same as now,NA,Good,R does not consent to possible data linkage,1,Disagree
889,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,NA,Stay the same as now,NA,Very good,R consents to possible data linkage,1,NA
890,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Make it easier,NA,Very good,R consents to possible data linkage,1,NA
891,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,NO,NA,YES,NO,Easy,Make it harder,NA,Very good,R consents to possible data linkage,1,NA
892,NA,YES,Should,Yes,No,Yes,Yes,YES,NA,NA,A woman and her medical professional should decide,NA,It depends,YES,NA,NA,YES,NA,NA,NA,NA,Excellent,R does not consent to possible data linkage,2,Strongly agree
893,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,Easy,Make it easier,NA,Very good,R consents to possible data linkage,2,NA
894,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,3,NA
895,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
896,YES,YES,NA,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NO,YES,WRONG ONLY SOMETIMES,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Agree
897,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,Neither easy nor hard,Make it easier,NA,Good,R does not consent to possible data linkage,2,Agree
898,NO,YES,Should,Yes,Yes,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,NO,Neither easy nor hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,NA
899,NA,NA,NA,NA,No,No,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,It depends,NA,NA,NA,NA,NA,NA,NA,NA,Poor,R does not consent to possible data linkage,3,NA
900,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Strongly agree
901,YES,YES,It depends,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NO,NO,NA,YES,NO,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
902,NA,NA,NA,No,No,Yes,Yes,NA,People should not be able,NA,The government should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Hard,Make it easier,NOT SELECTED,Poor,R does not consent to possible data linkage,1,NA
903,NO,YES,NA,Yes,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NO,NO,NA,YES,NO,Neither easy nor hard,Stay the same as now,NA,Fair,R consents to possible data linkage,1,NA
904,NA,NA,NA,No,No,No,No,NA,People should not be able,NA,The government should decide,Should not,Morally opposed,NA,NA,NA,NA,NA,NA,Make it harder,NA,Excellent,R does not consent to possible data linkage,1,NA
905,NO,NO,It depends,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,NO,NO,NA,NA,NO,Easy,Make it harder,NA,Good,R consents to possible data linkage,2,Strongly agree
906,NO,YES,NA,Yes,No,Yes,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,It depends,Morally opposed,NO,NO,NA,NA,NO,Neither easy nor hard,Stay the same as now,NA,Poor,R consents to possible data linkage,3,NA
907,NA,NA,It depends,No,No,No,No,NA,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,ALWAYS WRONG,NA,NA,Easy,Stay the same as now,NOT SELECTED,Good,R does not consent to possible data linkage,4,Agree
908,NA,NA,NA,NA,No,No,No,NA,People should be able,NA,A woman and her medical professional should decide,NA,NA,NA,NA,NOT WRONG AT ALL,NA,NA,NA,NA,NA,Poor,R does not consent to possible data linkage,1,NA
909,YES,YES,NA,Yes,NA,Yes,Yes,YES,NA,A woman and her medical professional should decide,NA,Should,NA,YES,YES,NA,YES,YES,NA,NA,NA,Very good,R consents to possible data linkage,1,Strongly agree
910,YES,YES,Should,Yes,NA,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,NA,NA,NA,NA,NA,NA,NA,Very good,R does not consent to possible data linkage,1,NA
911,NA,NA,Should not,No,No,Yes,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Easy,Stay the same as now,NA,Fair,R consents to possible data linkage,2,Agree
912,YES,NA,NA,Yes,Yes,Yes,Yes,YES,NA,NA,A woman and her medical professional should decide,It depends,It depends,YES,YES,ALWAYS WRONG,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Agree
913,NA,NA,Should,Yes,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Very easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Agree
914,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,It depends,It depends,NA,NA,NA,NA,NA,Hard,Make it easier,NOT SELECTED,Good,R consents to possible data linkage,1,NA
915,NA,NA,NA,No,No,No,No,NA,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,NA,NA,NA,NA,NA,Very easy,Make it harder,NA,Poor,R consents to possible data linkage,1,NA
916,NO,YES,It depends,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,ALMOST ALWAYS WRONG,YES,NO,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Agree
917,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,Hard,Make it easier,NOT SELECTED,Fair,R consents to possible data linkage,3,NA
918,NA,NA,NA,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,ALWAYS WRONG,NA,NA,Easy,Make it harder,NA,Good,R consents to possible data linkage,2,Agree
919,NA,NA,NA,NA,NA,NA,NA,NA,People should not be able,A woman and her medical professional should decide,NA,It depends,Morally opposed,NA,NA,NA,NA,NA,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,1,NA
920,NA,NA,Should,Yes,No,Yes,Yes,NA,NA,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,NA,NA,Good,R consents to possible data linkage,2,NA
921,NO,YES,Should not,No,No,No,No,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NO,NO,NA,YES,NO,Very easy,Make it harder,NA,Good,R does not consent to possible data linkage,1,NA
922,YES,YES,NA,Yes,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,YES,YES,NA,YES,YES,NA,NA,NA,Poor,R consents to possible data linkage,1,Agree
923,NA,NA,Should not,No,No,No,NA,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Very easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,1,NA
924,YES,YES,Should,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,YES,YES,WRONG ONLY SOMETIMES,YES,YES,NA,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Agree
925,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Agree
926,NA,NA,NA,No,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,It depends,Morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Make it harder,NA,Very good,R does not consent to possible data linkage,2,NA
927,YES,YES,Should,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,YES,YES,ALWAYS WRONG,YES,YES,NA,Make it harder,NA,Very good,R does not consent to possible data linkage,2,Agree
928,NA,NA,NA,NA,NA,NA,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,ALWAYS WRONG,NA,NA,NA,NA,NA,Very good,R does not consent to possible data linkage,2,Agree
929,NO,NO,Should not,No,No,No,No,NO,People should not be able,The government should decide,NA,NA,Morally opposed,NO,NO,NA,NO,NO,NA,Make it harder,NA,Very good,R does not consent to possible data linkage,2,NA
930,YES,YES,NA,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,Should,Morally opposed,YES,YES,ALWAYS WRONG,YES,YES,NA,NA,NA,Good,R does not consent to possible data linkage,1,Agree
931,NA,NA,NA,No,No,No,No,NA,NA,NA,A woman and her medical professional should decide,Should not,Morally opposed,NA,NA,NA,NA,NA,NA,Make it harder,NA,Excellent,R consents to possible data linkage,3,NA
932,YES,YES,NA,Yes,NA,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,It depends,It depends,YES,NO,NA,YES,YES,Easy,Stay the same as now,NA,Good,R does not consent to possible data linkage,2,NA
933,NO,YES,NA,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,Morally opposed,YES,NO,ALMOST ALWAYS WRONG,YES,NO,Neither easy nor hard,Make it harder,NA,Very good,R consents to possible data linkage,2,Agree
934,NO,NO,Should not,No,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NO,NO,NA,NO,NO,Very easy,Make it harder,NA,Very good,R consents to possible data linkage,2,NA
935,NA,NA,It depends,Yes,NA,Yes,Yes,NA,NA,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,NA,NA,NA,NA,NA,NA,Excellent,R does not consent to possible data linkage,4,Agree
936,YES,YES,NA,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,Should,Morally opposed,YES,YES,NA,YES,YES,NA,NA,NA,Fair,R consents to possible data linkage,2,NA
937,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,NA,Make it easier,NA,Excellent,R consents to possible data linkage,2,Strongly disagree
938,NO,NO,It depends,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,NA,NO,NO,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,2,NA
939,YES,YES,It depends,Yes,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,NO,NO,ALMOST ALWAYS WRONG,YES,NO,Easy,Make it harder,NA,Excellent,R consents to possible data linkage,2,Agree
940,NA,NA,NA,No,No,No,No,NA,People should not be able,A woman and her medical professional should decide,NA,Should not,It depends,NA,NA,ALWAYS WRONG,NA,NA,NA,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Strongly disagree
941,NA,NA,It depends,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,NA
942,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,It depends,It depends,YES,YES,NA,YES,NO,Easy,Stay the same as now,NOT SELECTED,Very good,R consents to possible data linkage,3,NA
943,NA,NA,Should,NA,No,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,NA,NA,NA,NA,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,Agree
944,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,NA,NA,NA,Very good,R does not consent to possible data linkage,3,Strongly agree
945,NO,YES,NA,No,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,It depends,NO,NO,NA,NO,NO,Very easy,Make it harder,NA,Fair,R consents to possible data linkage,5,NA
